promoter_id	gene_name	primary_input_qc_pass	primary_interaction_rna	interaction_log2_T_over_G_rna	contact_edge_cluster	high_signed_distance_bp	primary_contact_oe_difference	geometry_group	minimum_endpoint_or_replacement_edge_margin_bp	sort1_region_overlap	absolute_high_distance_bp	distance_stratum	within_distance_contact_quintile
ENSG00000279804__PRAMEF18__tss13226154	PRAMEF18	False	8.164949936736814e-07	0.0010812243330515	13225000__13010000	-213653	25.893823623657227	clean ≤500 kb	415540	False	213653	150–300	
ENSG00000270601__PRAMEF5__tss13254198	PRAMEF5	True	6.060172556728476e-09	8.72507386331398e-06	13250000__14190000	938303	32.04417037963867	>500 kb	45715	False	938303		
ENSG00000182330__PRAMEF8__tss13285137	PRAMEF8	True	1.0935219097393857e-07	0.0001535217502112	13285000__14225000	942364	14.317133903503418	>500 kb	41185	False	942364		
ENSG00000237700__PRAMEF33__tss13303539	PRAMEF33	True	3.1487439747980385e-08	4.5144329183211885e-05	13300000__14235000	933962	10.909955024719238	>500 kb	37886	False	933962		
ENSG00000204501__PRAMEF15__tss13315581	PRAMEF15	True	-9.122538554671589e-08	-0.0001296478463496	13315000__14270000	956920	13.437071800231934	>500 kb	36407	False	956920		
ENSG00000204481__PRAMEF14__tss13347134	PRAMEF14	True	-3.03255172656961e-08	-4.328724921426124e-05	13345000__14265000	920367	12.39245891571045	>500 kb	52183	False	920367		
ENSG00000204480__PRAMEF19__tss13371947	PRAMEF19	True	1.5197325341751342e-08	2.153068104157748e-05	13370000__14235000	865554	4.625230312347412	>500 kb	89590	False	865554		
ENSG00000204479__PRAMEF17__tss13389632	PRAMEF17	True	-5.818279305666766e-08	-8.324209499973315e-05	13385000__14310000	922869	8.974672317504883	>500 kb	60932	False	922869		
ENSG00000204478__PRAMEF20__tss13410450	PRAMEF20	True	6.43457734457192e-08	9.233405162725572e-05	13410000__13965000	557051	3.148542106151581	mixed	228841	False	557051		
ENSG00000162494__LRRC38__tss13514003	LRRC38	False	6.894013908598096e-08	9.699795732187515e-05	13510000__12865000	-646502	6.423680007457733	>500 kb	171615	False	646502		
ENSG00000162493__PDPN__tss13583465	PDPN	True	-2.440139741788762e-07	-0.0002948995669979	13580000__14440000	859036	4.469278335571289	>500 kb	92849	False	859036		
ENSG00000116731__PRDM2__tss13700188	PRDM2	False	3.101374858703902e-06	0.0014359565127784	13700000__13015000	-682687	9.241360664367676	>500 kb	181023	False	682687		
ENSG00000189337__KAZN__tss13892792	KAZN	True	4.1573780393201934e-08	5.510212868810316e-05	13890000__13450000	-440291	4.107971176505089	clean ≤500 kb	302221	False	440291	300–500	4
ENSG00000171729__TMEM51__tss15152532	TMEM51	True	-1.1587564355586971e-05	-0.0003501044377261	15150000__14795000	-355031	1.271404355764389	clean ≤500 kb	344851	False	355031	300–500	1
ENSG00000142621__FHAD1__tss15236521	FHAD1	True	-5.307156045747421e-06	-0.0072526117837401	15235000__15125000	-109020	1.4687735438346865	clean ≤500 kb	467856	False	109020	50–150	2
ENSG00000142634__EFHD2__tss15409888	EFHD2	True	8.505896400494428e-06	0.0003660523123771	15405000__14425000	-982387	4.424570083618164	>500 kb	31173	False	982387		
ENSG00000162438__CTRC__tss15438442	CTRC	True	2.6919978723412676e-08	3.124147594560757e-05	15435000__14460000	-975941	3.0987300872802734	>500 kb	34396	False	975941		
ENSG00000142615__CELA2A__tss15456728	CELA2A	True	2.219270001394073e-07	0.0002901336339823	15455000__14805000	-649227	3.4578263759613037	>500 kb	175253	False	649227		
ENSG00000215704__CELA2B__tss15465909	CELA2B	True	3.928153661651539e-06	0.003518758293204	15465000__14645000	-818408	2.9336981773376465	>500 kb	93162	False	818408		
ENSG00000132906__CASP9__tss15526534	CASP9	True	9.630465422096316e-06	0.0022752201590134	15525000__14585000	-939033	1.918465256690979	>500 kb	45350	False	939033		
ENSG00000116138__DNAJC16__tss15526813	DNAJC16	True	-8.85258008442684e-06	-0.0006847803821431	15525000__14585000	-939312	1.918465256690979	>500 kb	45210	False	939312		
ENSG00000116771__AGMAT__tss15585051	AGMAT	True	-0.0007584676795787	-0.0028557199776313	15585000__15715000	132450	1.0582122206687927	clean ≤500 kb	456142	False	132450	50–150	1
ENSG00000197312__DDI2__tss15617458	DDI2	True	8.433735761445571e-05	0.0018386554918934	15615000__16330000	715043	3.6896562576293945	>500 kb	164845	False	715043		
ENSG00000215695__RSC1A1__tss15659713	RSC1A1	True	-0.0001430319198357	-0.0001915400446022	15655000__16260000	602788	2.384611129760742	>500 kb	198473	False	602788		
ENSG00000116786__PLEKHM2__tss15684320	PLEKHM2	True	2.590539421919256e-05	0.0025371599637117	15680000__16280000	598181	2.0745606422424316	>500 kb	200776	False	598181		
ENSG00000162461__SLC25A34__tss15736258	SLC25A34	True	-4.291097432346236e-05	-0.0004904733417842	15735000__16265000	531243	1.7888180911540985	>500 kb	219245	False	531243		
ENSG00000162460__TMEM82__tss15742499	TMEM82	True	-0.0005549796172045	-0.0101492277886852	15740000__15885000	145002	1.2737183272838593	clean ≤500 kb	449866	False	145002	50–150	2
ENSG00000162458__FBLIM1__tss15756607	FBLIM1	True	8.621401194077415e-07	0.0002319443566348	15755000__16285000	530894	1.4207471013069153	>500 kb	246920	False	530894		
ENSG00000233954__UQCRHL__tss15809348	UQCRHL	True	0.0001018178231575	0.0028316395889412	15805000__16110000	303153	1.280395895242691	clean ≤500 kb	370790	False	303153	300–500	1
ENSG00000065526__SPEN__tss15836095	SPEN	True	-3.3930849057707546e-06	-0.0001340538537389	15835000__16110000	276406	1.1911293864250183	clean ≤500 kb	354164	False	276406	150–300	1
ENSG00000183888__SRARP__tss16004236	SRARP	True	-0.001367748975902	-0.0060981134661382	16000000__15140000	-861735	3.8244802951812744	>500 kb	83999	False	861735		
ENSG00000184908__CLCNKB__tss16040252	CLCNKB	True	-1.817767396674791e-07	-0.0002477103647632	16040000__16340000	302249	2.2607831954956055	clean ≤500 kb	371242	False	302249	300–500	2
ENSG00000132881__CPLANE2__tss16237183	CPLANE2	True	2.030143238828004e-06	0.0001681341459697	16235000__16090000	-144682	1.8063949942588808	clean ≤500 kb	450025	False	144682	50–150	2
ENSG00000187144__SPATA21__tss16437424	SPATA21	True	-5.56489407872199e-07	-0.000756294001955	16435000__16090000	-344923	1.1889888942241669	clean ≤500 kb	349905	False	344923	300–500	1
ENSG00000157191__NECAP2__tss16440721	NECAP2	False	4.906939232159069e-05	0.0008158328657311	16440000__16335000	-103220	1.2772024273872375	clean ≤500 kb	443256	False	103220	50–150	
ENSG00000219481__NBPF1__tss16613562	NBPF1	True	5.1197842400364096e-05	0.0029250591397466	16610000__15890000	-721061	2.3561835289001465	>500 kb	144336	False	721061		
ENSG00000117122__MFAP2__tss16980632	MFAP2	True	-3.719408836953884e-06	-0.0023861548448861	16980000__17855000	876869	2.756727695465088	>500 kb	68932	False	876869		
ENSG00000288636__ENSG00000288636__tss17011757	ENSG00000288636	True	1.689441341326146e-06	0.0005429163483023	17010000__17805000	795744	4.913121223449707	>500 kb	109495	False	795744		
ENSG00000159363__ATP13A2__tss17011928	ATP13A2	True	4.298000066595619e-06	0.0013718930349033	17010000__17805000	795573	4.913121223449707	>500 kb	109580	False	795573		
ENSG00000117118__SDHB__tss17054151	SDHB	False	0.0001286937155444	0.0015897486206675	17050000__17335000	283350	3.757935509085655	clean ≤500 kb	380692	False	283350	150–300	
ENSG00000117115__PADI2__tss17119451	PADI2	True	-1.8057512948237305e-06	-0.0020492757549288	17115000__17855000	738050	4.2765437960624695	>500 kb	118342	False	738050		
ENSG00000142623__PADI1__tss17205128	PADI1	True	-2.2747268738731901e-07	-0.000309740073066	17205000__18155000	952373	3.965534567832947	>500 kb	46180	False	952373		
ENSG00000142619__PADI3__tss17249098	PADI3	False	4.705830280019843e-06	0.0057965759232745	17245000__17125000	-121597	2.9243960976600647	clean ≤500 kb	461568	False	121597	50–150	
ENSG00000159339__PADI4__tss17308195	PADI4	True	1.256994723542464e-06	0.0016448085237157	17305000__18245000	939306	5.1169494688510895	>500 kb	52714	False	939306		
ENSG00000276747__PADI6__tss17372196	PADI6	True	-2.594530615947193e-07	-0.000364613396512	17370000__18340000	970305	3.9135982990264897	>500 kb	37214	False	970305		
ENSG00000179051__RCC2__tss17439677	RCC2	True	3.576701773730373e-05	0.0006095814891442	17435000__18125000	687824	3.1094651222229004	>500 kb	145955	False	687824		
ENSG00000074964__ARHGEF10L__tss17539698	ARHGEF10L	True	-1.2053764433458958e-07	-3.8206688271773606e-05	17535000__18445000	907803	3.140305519104004	>500 kb	68465	False	907803		
ENSG00000117148__ACTL8__tss17755333	ACTL8	True	2.0875592018419049e-07	0.000298008311974	17755000__18555000	802168	4.990897536277771	>500 kb	96283	False	802168		
ENSG00000117154__IGSF21__tss18107798	IGSF21	True	8.003628158600926e-06	0.0111891393814178	18105000__17920000	-185297	2.7323590517044067	clean ≤500 kb	407218	False	185297	150–300	3
ENSG00000179023__KLHDC7A__tss18480930	KLHDC7A	True	-0.0002180589318752	-0.0134732112310608	18480000__17765000	-713429	2.84348201751709	>500 kb	135652	False	713429		
ENSG00000009709__PAX7__tss18630846	PAX7	True	5.4677492121670114e-08	7.786979887944626e-05	18630000__17860000	-768345	3.848219394683838	>500 kb	138194	False	768345		
ENSG00000179002__TAS1R2__tss18859660	TAS1R2	True	-2.8650021166697042e-08	-4.072784697465876e-05	18855000__17905000	-952159	4.012559413909912	>500 kb	46287	False	952159		
ENSG00000159423__ALDH4A1__tss18902724	ALDH4A1	True	-0.0073360330331705	-0.056323264228183	18900000__19050000	149777	2.037352919578552	clean ≤500 kb	447478	False	149777	50–150	3
ENSG00000169991__IFFO2__tss18956676	IFFO2	True	-9.221036217118075e-06	-0.0006189534962367	18955000__19535000	580825	2.281407281756401	>500 kb	214454	False	580825		
ENSG00000127481__UBR4__tss19210266	UBR4	True	-5.553605545965956e-06	-8.03337405353129e-05	19210000__18970000	-237765	0.987583339214325	clean ≤500 kb	403484	False	237765	150–300	1
ENSG00000127463__EMC1__tss19251552	EMC1	True	-9.139432496332171e-05	-0.0014111960615008	19250000__18920000	-329051	2.1937987357378006	clean ≤500 kb	320341	False	329051	300–500	2
ENSG00000053372__MRTO4__tss19251805	MRTO4	True	2.0503928281366542e-05	0.0002929513541732	19250000__18920000	-329304	2.1937987357378006	clean ≤500 kb	320214	False	329304	300–500	2
ENSG00000211454__AKR7L__tss19274194	AKR7L	True	-2.0193455766103624e-05	-0.0025468644677729	19270000__18300000	-971693	2.424584925174713	>500 kb	36520	False	971693		
ENSG00000162482__AKR7A3__tss19288770	AKR7A3	True	-7.519364049114394e-05	-0.0047027771978042	19285000__19860000	573731	2.658604145050049	>500 kb	200501	False	573731		
ENSG00000053371__AKR7A2__tss19312144	AKR7A2	True	0.0002281456884072	0.0027988684871378	19310000__19710000	400357	2.8527961373329163	clean ≤500 kb	299688	False	400357	300–500	3
ENSG00000040487__SLC66A1__tss19312326	SLC66A1	True	6.578070464843822e-05	0.0012673746042368	19310000__19710000	400175	2.8527961373329163	clean ≤500 kb	299779	False	400175	300–500	3
ENSG00000173436__MICOS10__tss19484403	MICOS10	True	0.0012331635807689	0.0516251285431824	19480000__19400000	-81902	0.866421639919281	clean ≤500 kb	446415	False	81902	50–150	1
ENSG00000077549__CAPZB__tss19485539	CAPZB	True	-0.0022563083621231	-0.0367530495200758	19485000__19585000	101962	2.0473179817199707	clean ≤500 kb	471386	False	101962	50–150	3
ENSG00000158747__NBL1__tss19596979	NBL1	True	-0.0003355307815858	-0.0023639166808282	19595000__19395000	-199478	1.6126545667648315	clean ≤500 kb	410127	False	199478	150–300	2
ENSG00000270136__MICOS10-NBL1__tss19597067	MICOS10-NBL1	True	8.214360759638273e-05	0.0006223202952377	19595000__19395000	-199566	1.6126545667648315	clean ≤500 kb	410083	False	199566	150–300	2
ENSG00000158748__HTR6__tss19664875	HTR6	True	3.434545093204997e-07	0.0004311370321903	19660000__19395000	-267374	2.1927937269210815	clean ≤500 kb	388679	False	267374	150–300	3
ENSG00000162542__TMCO4__tss19799945	TMCO4	True	-1.425106312089898e-05	-0.0029688282486514	19795000__20450000	652556	3.936051219701767	>500 kb	163589	False	652556		
ENSG00000178828__RNF186__tss19815283	RNF186	True	3.762846736722874e-06	0.0016713952698667	19815000__20385000	572218	2.4272210597991943	>500 kb	208758	False	572218		
ENSG00000169914__OTUD3__tss19882395	OTUD3	True	-1.7999284919733086e-05	-0.0010196248509336	19880000__20445000	565106	3.666950285434723	>500 kb	232314	False	565106		
ENSG00000188784__PLA2G2E__tss19923617	PLA2G2E	True	3.6404925982556555e-05	0.0067993204381027	19920000__20450000	528884	3.977804720401764	mixed	225425	False	528884		
ENSG00000188257__PLA2G2A__tss19980416	PLA2G2A	True	0.0032066428084319	0.0542509023366281	19980000__20195000	217085	2.669375479221344	clean ≤500 kb	386324	False	217085	150–300	3
ENSG00000127472__PLA2G5__tss20028179	PLA2G5	True	-1.0650565547167922e-07	-0.0001461264313804	20025000__20920000	894322	4.180023193359375	>500 kb	75206	False	894322		
ENSG00000117215__PLA2G2D__tss20119566	PLA2G2D	True	-7.130958999292244e-07	-0.001010253965135	20115000__19940000	-177065	0.9794741868972778	clean ≤500 kb	433834	False	177065	150–300	1
ENSG00000158786__PLA2G2F__tss20139323	PLA2G2F	True	-2.952949755749681e-07	-0.0004131691865303	20135000__19955000	-181822	2.1315531730651855	clean ≤500 kb	423955	False	181822	150–300	2
ENSG00000162543__UBXN10__tss20186096	UBXN10	True	3.829898858461627e-06	0.0031253055456198	20185000__19945000	-238595	3.1116366386413574	clean ≤500 kb	403069	False	238595	150–300	4
ENSG00000187980__PLA2G2C__tss20186518	PLA2G2C	True	-1.2122348508350153e-06	-0.0008472077243375	20185000__19945000	-239017	3.1116366386413574	clean ≤500 kb	402858	False	239017	150–300	4
ENSG00000158816__VWA5B1__tss20290875	VWA5B1	True	8.701010923986057e-08	0.0001236457523517	20290000__19755000	-533374	2.2192544043064117	mixed	233179	False	533374		
ENSG00000162545__CAMK2N1__tss20486210	CAMK2N1	True	0.0008171676377758	0.0032601346026662	20485000__19940000	-543709	4.981029808521271	mixed	215512	False	543709		
ENSG00000090432__MUL1__tss20508151	MUL1	True	9.53066523678714e-05	0.0024597765201936	20505000__20210000	-295650	2.6516347527503967	clean ≤500 kb	374541	False	295650	150–300	3
ENSG00000183114__FAM43B__tss20552573	FAM43B	True	5.979810040718236e-06	0.0004365252188118	20550000__21515000	964928	5.9715704917907715	>500 kb	32403	False	964928		
ENSG00000158825__CDA__tss20589086	CDA	True	-8.852171860774735e-05	-0.0069920030161653	20585000__21200000	613415	4.460468292236328	>500 kb	215659	False	613415		
ENSG00000158828__PINK1__tss20633458	PINK1	True	0.000127190338932	0.0039539528391047	20630000__19850000	-780957	3.3385744988918304	>500 kb	124388	False	780957		
ENSG00000244038__DDOST__tss20661544	DDOST	True	-0.0012250743110527	-0.0021528688841305	20660000__21515000	855957	4.695410251617432	>500 kb	86888	False	855957		
ENSG00000117245__KIF17__tss20718017	KIF17	True	3.069298054629403e-05	0.0046548242255173	20715000__21150000	434484	2.8286418318748474	clean ≤500 kb	305125	False	434484	300–500	3
ENSG00000189410__SH2D5__tss20732837	SH2D5	True	4.051061984768154e-05	0.010582935743216	20730000__21190000	459664	5.145520448684692	clean ≤500 kb	292535	False	459664	300–500	5
ENSG00000127483__HP1BP3__tss20787323	HP1BP3	True	2.160315055564632e-05	0.0003275612586032	20785000__21190000	405178	4.73242723941803	clean ≤500 kb	319778	False	405178	300–500	5
ENSG00000075151__EIF4G3__tss21177285	EIF4G3	True	-4.1421564232025504e-05	-0.0012296936318386	21175000__20560000	-614784	2.427136927843094	>500 kb	182474	False	614784		
ENSG00000117298__ECE1__tss21345572	ECE1	True	-1.1532180340882714e-05	-0.0005343561662339	21345000__21020000	-323071	1.9147701263427737	clean ≤500 kb	360831	False	323071	300–500	1
ENSG00000142794__NBPF3__tss21440128	NBPF3	True	-5.922724304312926e-08	-8.353939935219616e-06	21440000__20595000	-842627	4.396857738494873	>500 kb	86053	False	842627		
ENSG00000162551__ALPL__tss21509397	ALPL	True	0.0001222890734165	0.0927863852011259	21505000__21370000	-136896	2.472203850746155	clean ≤500 kb	428918	False	136896	50–150	4
ENSG00000289715__ENSG00000289715__tss21547404	ENSG00000289715	True	-6.649768879878125e-07	-0.0007261429379868	21545000__22485000	940097	2.9250149726867676	>500 kb	42318	False	940097		
ENSG00000076864__RAP1GAP__tss21669357	RAP1GAP	True	-0.0001704016496943	-0.0098152308452217	21665000__21325000	-341856	1.3982106447219849	clean ≤500 kb	351438	False	341856	300–500	1
ENSG00000090686__USP48__tss21783606	USP48	True	1.2748627591104011e-05	0.0002504175889303	21780000__22410000	628895	3.739129304885864	>500 kb	170419	False	628895		
ENSG00000187942__LDLRAD2__tss21812265	LDLRAD2	True	-4.3453619667439857e-07	-0.0005546665955828	21810000__20905000	-904764	3.5781471729278564	>500 kb	59984	False	904764		
ENSG00000142798__HSPG2__tss21937310	HSPG2	True	-2.1674047302357516e-05	-0.0035727598497539	21935000__21325000	-609809	4.866067081689835	>500 kb	217462	False	609809		
ENSG00000219073__CELA3B__tss21977022	CELA3B	True	1.3443074563658673e-07	0.0001843572103652	21975000__22945000	970479	9.76035499572754	>500 kb	37127	False	970479		
ENSG00000142789__CELA3A__tss22001657	CELA3A	True	7.575284557761479e-08	0.0001018340788166	22000000__22410000	410844	4.156756818294525	clean ≤500 kb	316945	False	410844	300–500	4
ENSG00000289694__ENSG00000289694__tss22025142	ENSG00000289694	True	-0.0001113521554197	-0.0026602231972694	22025000__22415000	392359	2.103713423013687	clean ≤500 kb	326187	False	392359	300–500	2
ENSG00000070831__CDC42__tss22052627	CDC42	True	-9.842560050881896e-05	-0.0025621936446046	22050000__22995000	944874	4.194634437561035	>500 kb	34930	False	944874		
ENSG00000162552__WNT4__tss22143969	WNT4	True	1.7764504845602885e-05	0.02217157025567	22140000__22410000	268532	6.387298345565796	clean ≤500 kb	350601	False	268532	150–300	5
ENSG00000184677__ZBTB40__tss22428838	ZBTB40	True	5.749528152684553e-05	0.0263158137028216	22425000__22620000	193663	2.4823301434516907	clean ≤500 kb	395535	False	193663	150–300	3
ENSG00000070886__EPHA8__tss22563489	EPHA8	True	-1.561439150046928e-07	-0.0002204918440127	22560000__22175000	-385988	3.541002571582794	clean ≤500 kb	321872	False	385988	300–500	4
ENSG00000173372__C1QA__tss22635077	C1QA	True	6.060418071045793e-07	0.0008183065489388	22635000__22105000	-527576	5.477626621723175	mixed	226078	False	527576		
ENSG00000289692__ENSG00000289692__tss22636506	ENSG00000289692	True	4.464413242596775e-07	0.0005332976973436	22635000__22105000	-529005	5.477626621723175	mixed	225364	False	529005		
ENSG00000159189__C1QC__tss22643014	C1QC	True	1.2247159234148362e-05	0.0129846347388403	22640000__22415000	-225513	11.864364564418793	clean ≤500 kb	379610	False	225513	150–300	5
ENSG00000173369__C1QB__tss22652762	C1QB	True	2.991235043347997e-06	0.0034208210689623	22650000__22165000	-485261	4.565840363502502	mixed	249736	False	485261	300–500	
ENSG00000133216__EPHB2__tss22710839	EPHB2	True	0.000162791344342	0.1411885696983144	22710000__22925000	216662	3.6024710536003113	clean ≤500 kb	376536	False	216662	150–300	4
